name,constellation,magnitude,ra,dec
HIP 2551,Leo,7.25,16.62893,73.9921
HIP 2552,Cygnus,7.3,21.86739,46.88312
HIP 2553,Ursa Major,7.12,9.90648,58.28727
HIP 2554,Aquarius,7.76,2.93414,56.92835
HIP 2555,Cygnus,7.99,13.03119,-42.09249
HIP 2556,Taurus,7.45,18.38814,-56.04791
HIP 2557,Andromeda,2.32,23.59294,-8.41452
HIP 2558,Cygnus,6.57,8.42277,64.29498
HIP 2559,Scorpius,3.95,4.41709,-21.25537
HIP 2560,Taurus,6.35,7.39933,66.84446
HIP 2561,Lyra,7.56,20.65668,62.4681
HIP 2562,Leo,7.86,18.47042,-81.92124
HIP 2563,Leo,7.06,10.20222,-80.07479
HIP 2564,Orion,6.83,14.02329,16.03966
HIP 2565,Cygnus,2.57,21.3049,87.77357
HIP 2566,Andromeda,6.94,16.62278,84.16123
HIP 2567,Taurus,7.2,12.43131,-13.89613
HIP 2568,Ursa Major,3.88,2.70426,-24.19448
HIP 2569,Scorpius,3.17,4.43631,33.73453
HIP 2570,Lyra,7.64,20.42739,-72.23927
HIP 2571,Leo,1.37,8.86523,-71.18093
HIP 2572,Cassiopeia,3.12,23.91151,45.61084
HIP 2573,Cygnus,2.44,3.76829,4.62313
HIP 2574,Taurus,6.96,12.48486,29.8302
HIP 2575,Taurus,4.81,0.71379,-30.62559
HIP 2576,Aquarius,4.31,23.75178,44.70036
HIP 2577,Lyra,3.28,19.05592,2.75497
HIP 2578,Taurus,4.71,1.91802,11.84206
HIP 2579,Cygnus,1.41,19.11699,18.75907
HIP 2580,Ursa Major,4.75,8.91557,-64.55556
HIP 2581,Andromeda,6.69,18.45399,43.31436
HIP 2582,Aquarius,7.48,11.24064,52.53959
HIP 2583,Taurus,2.09,5.4034,20.83347
HIP 2584,Ursa Major,1.68,5.41281,18.94113
HIP 2585,Aquarius,4.86,3.7691,-46.04504
HIP 2586,Pegasus,7.46,20.14521,14.91639
HIP 2587,Aquarius,6.82,17.54639,-84.16007
HIP 2588,Cygnus,2.3,13.73631,53.27197
HIP 2589,Scorpius,1.41,1.25687,-64.31384
HIP 2590,Leo,7.61,1.19012,-36.40686
HIP 2591,Orion,3.91,5.43478,-60.58548
HIP 2592,Andromeda,1.1,10.92346,-51.26118
HIP 2593,Andromeda,6.11,2.6722,2.3895
HIP 2594,Cygnus,1.89,17.99968,18.70682
HIP 2595,Draco,1.59,0.81003,-63.99792
HIP 2596,Taurus,6.16,16.39551,9.8562
HIP 2597,Cassiopeia,4.35,10.73609,82.80735
HIP 2598,Cassiopeia,4.88,14.29094,-20.78801
HIP 2599,Cassiopeia,4,16.60367,50.64777
HIP 2600,Scorpius,4.04,12.42691,-89.95665
HIP 2601,Aquarius,6,11.06209,-12.28079
HIP 2602,Ursa Major,2.03,20.05902,65.48129
HIP 2603,Cygnus,7.93,10.85992,-45.33223
HIP 2604,Orion,2.81,20.09726,-18.98523
HIP 2605,Lyra,3.91,16.27855,1.23476
HIP 2606,Ursa Major,3,17.49824,79.89008
HIP 2607,Pegasus,1.71,9.02693,-5.00177
HIP 2608,Draco,2.67,15.61232,-58.28692
HIP 2609,Andromeda,4.94,3.0842,-42.4772
HIP 2610,Orion,6.05,1.4069,25.92177
HIP 2611,Pegasus,5.28,11.71193,-10.83743
HIP 2612,Ursa Major,3.09,10.85829,-11.74712
HIP 2613,Andromeda,2.81,23.70695,14.4478
HIP 2614,Cygnus,7.28,17.74945,-32.34608
HIP 2615,Andromeda,7.3,3.65106,3.96624
HIP 2616,Scorpius,1.43,21.14577,-70.72779
HIP 2617,Orion,6.45,12.14013,-28.27107
HIP 2618,Lyra,5.08,23.90195,14.24869
HIP 2619,Cygnus,6.1,5.42894,7.67416
HIP 2620,Orion,3.16,16.70301,87.11386
HIP 2621,Taurus,5.93,9.21787,-55.77581
HIP 2622,Cassiopeia,7,11.16687,55.08352
HIP 2623,Aquarius,2.45,5.53075,88.39643
HIP 2624,Cygnus,5.87,8.82696,5.68162
HIP 2625,Cygnus,5.98,23.29473,52.15243
HIP 2626,Orion,4.6,11.56235,-47.70461
HIP 2627,Orion,7.84,4.45575,-26.92842
HIP 2628,Leo,4.68,2.91038,-34.42441
HIP 2629,Scorpius,3.93,18.67582,48.22118
HIP 2630,Andromeda,4.26,2.79286,-2.38636
HIP 2631,Leo,2.46,19.61324,-1.50682
HIP 2632,Ursa Major,3.67,22.15944,-9.8965
HIP 2633,Taurus,4.52,20.28625,57.04789
HIP 2634,Cygnus,3.62,7.04832,-44.86189
HIP 2635,Cygnus,3.62,21.09615,-69.01072
HIP 2636,Lyra,3.49,9.44451,67.65206
HIP 2637,Cygnus,5.68,1.34775,74.7304
HIP 2638,Lyra,4.27,13.76001,76.87008
HIP 2639,Pegasus,1.9,7.48758,15.15161
HIP 2640,Aquarius,3.06,3.4656,-42.80371
HIP 2641,Lyra,3.66,8.95447,70.01799
HIP 2642,Lyra,5.18,6.85046,13.90723
HIP 2643,Ursa Major,5.26,5.34433,-78.65119
HIP 2644,Andromeda,1.77,16.29944,28.19399
HIP 2645,Scorpius,3.24,9.24637,-12.22331
HIP 2646,Taurus,5.02,12.72377,86.81476
HIP 2647,Cassiopeia,4.2,8.80579,71.64242
HIP 2648,Pegasus,5.06,20.02995,63.90522
HIP 2649,Pegasus,4.9,6.46631,34.13286
HIP 2650,Andromeda,7.16,9.14805,-11.45295
HIP 2651,Scorpius,5.16,11.49595,-50.76351
HIP 2652,Andromeda,6.68,4.93365,-66.1659
HIP 2653,Aquarius,7.44,10.93557,-78.58081
HIP 2654,Andromeda,1.19,3.52102,-33.70211
HIP 2655,Ursa Major,7.27,14.06898,-24.41817
HIP 2656,Cassiopeia,1.5,3.22736,6.06461
HIP 2657,Draco,2.24,4.0891,-38.77126
HIP 2658,Cygnus,5.31,19.63936,71.37962
HIP 2659,Aquarius,1.15,7.29232,4.21742
HIP 2660,Leo,1.11,8.8253,89.31686
HIP 2661,Draco,3.69,21.26837,74.50901
HIP 2662,Orion,2.11,16.48861,58.94855
HIP 2663,Cassiopeia,7.22,18.46882,-49.35917
HIP 2664,Aquarius,4.62,8.51643,-78.30633
HIP 2665,Taurus,1.04,9.1813,-88.35834
HIP 2666,Pegasus,3.46,0.62158,16.88155
HIP 2667,Lyra,1.73,10.46728,83.59387
HIP 2668,Leo,2.93,21.78147,-32.88506
HIP 2669,Taurus,3.2,22.35356,44.13674
HIP 2670,Andromeda,3.47,1.38276,-79.26334
HIP 2671,Cygnus,1.68,16.56798,45.09253
HIP 2672,Aquarius,1.6,21.30353,78.3376
HIP 2673,Draco,7.03,8.05727,29.57417
HIP 2674,Draco,6.46,13.89533,28.67056
HIP 2675,Draco,7.25,15.95271,0.14778
HIP 2676,Cygnus,7.75,0.65328,78.217
HIP 2677,Aquarius,4.56,1.91719,-30.57449
HIP 2678,Ursa Major,2.63,21.32254,32.60606
HIP 2679,Pegasus,5.42,0.91829,-44.48452
HIP 2680,Leo,5.72,0.37876,63.51654
HIP 2681,Ursa Major,4.85,3.53703,-66.12948
HIP 2682,Cygnus,6.04,18.47762,72.41759
HIP 2683,Pegasus,7.38,14.10613,-40.88419
HIP 2684,Pegasus,1.45,0.62033,-51.17923
HIP 2685,Pegasus,5.6,9.87091,64.96295
HIP 2686,Ursa Major,4.29,22.62074,-52.42531
HIP 2687,Draco,1.69,6.30651,-4.35043
HIP 2688,Orion,7.14,10.99621,-7.5848
HIP 2689,Cassiopeia,3.72,19.95488,6.73532
HIP 2690,Cygnus,5.83,3.06859,35.86446
HIP 2691,Cygnus,1.44,8.46736,-12.87059
HIP 2692,Cassiopeia,3.49,21.26761,-81.37877
HIP 2693,Leo,7.56,12.35007,-26.42628
HIP 2694,Orion,5.49,11.16202,-30.09538
HIP 2695,Pegasus,4.57,11.24183,-53.13506
HIP 2696,Cygnus,6.06,9.15879,-24.43824
HIP 2697,Cassiopeia,5.05,0.49972,33.65058
HIP 2698,Lyra,6.8,10.51317,-52.93325
HIP 2699,Ursa Major,2.23,8.20562,-11.32895
HIP 2700,Scorpius,1.31,7.7303,-83.04648
HIP 2701,Cassiopeia,2.25,4.64584,-20.10552
HIP 2702,Ursa Major,5.05,11.31846,74.83183
HIP 2703,Cassiopeia,4.86,2.5681,-39.21534
HIP 2704,Lyra,3.48,22.37867,-86.43946
HIP 2705,Taurus,3.49,7.49355,81.17324
HIP 2706,Pegasus,2.36,7.33113,27.21968
HIP 2707,Taurus,3.84,8.86113,-63.98868
HIP 2708,Andromeda,7.13,17.83267,16.97058
HIP 2709,Orion,6,16.36177,-56.60569
HIP 2710,Aquarius,2.44,16.322,-7.17035
HIP 2711,Draco,3.59,21.6366,37.20054
HIP 2712,Leo,3.74,1.83057,-23.4469
HIP 2713,Cassiopeia,6.23,1.15812,58.23066
HIP 2714,Cygnus,6.68,7.41057,-7.30377
HIP 2715,Ursa Major,3.6,1.65918,-26.70647
HIP 2716,Orion,5.91,21.1347,59.14896
HIP 2717,Taurus,1.26,13.42062,61.97655
HIP 2718,Andromeda,5.2,18.28957,70.63546
HIP 2719,Ursa Major,1.56,17.71399,42.70704
HIP 2720,Pegasus,2.67,10.81308,34.82607
HIP 2721,Pegasus,4.56,11.03595,-5.65294
HIP 2722,Andromeda,6.89,16.21222,50.99895
HIP 2723,Scorpius,2.12,3.15244,-45.8955
HIP 2724,Cassiopeia,3.81,20.81455,12.14713
HIP 2725,Scorpius,3.61,23.05576,-66.31551
HIP 2726,Ursa Major,6.49,4.49872,30.0231
HIP 2727,Cassiopeia,4.44,3.37191,-35.01163
HIP 2728,Andromeda,7.47,6.7198,-21.13179
HIP 2729,Scorpius,1.29,16.99898,43.98629
HIP 2730,Andromeda,3.27,5.19145,32.00236
HIP 2731,Andromeda,7.58,0.64014,-88.44163
HIP 2732,Leo,3.13,3.53619,0.94379
HIP 2733,Scorpius,4.24,12.35235,5.93448
HIP 2734,Taurus,7.6,6.66791,-22.52642
HIP 2735,Aquarius,1.87,15.0166,-22.2322
HIP 2736,Lyra,2.67,15.95615,53.56564
HIP 2737,Andromeda,2.29,23.24355,-53.74415
HIP 2738,Cygnus,6.72,15.36873,-43.67015
HIP 2739,Scorpius,1.28,12.24144,-66.99999
HIP 2740,Leo,2.8,1.12605,-16.00682
HIP 2741,Cassiopeia,6.4,5.71461,-40.99945
HIP 2742,Pegasus,3.87,1.76382,38.48438
HIP 2743,Andromeda,1.67,5.2335,20.14997
HIP 2744,Scorpius,6.56,16.08882,12.03623
HIP 2745,Draco,4.9,6.17749,-72.01632
HIP 2746,Andromeda,2.73,16.07157,70.41762
HIP 2747,Taurus,2.58,1.33717,31.22588
HIP 2748,Draco,6.99,21.56322,25.74331
HIP 2749,Draco,7.03,10.82302,40.61361
HIP 2750,Ursa Major,4.78,12.49128,-41.63892
HIP 2751,Ursa Major,6.81,21.85008,52.26468
HIP 2752,Cassiopeia,6.99,22.27435,-63.84202
HIP 2753,Ursa Major,5.64,11.81831,-51.53163
HIP 2754,Scorpius,5.46,9.84723,-14.34958
HIP 2755,Aquarius,6.65,7.18766,88.3791
HIP 2756,Andromeda,4.07,17.49523,8.02481
HIP 2757,Leo,7.01,3.90423,-77.23361
HIP 2758,Aquarius,3.82,23.2031,64.50875
HIP 2759,Scorpius,7.53,5.2124,-74.73635
HIP 2760,Cygnus,7.02,6.78607,-52.12084
HIP 2761,Scorpius,5.44,17.1012,12.74241
HIP 2762,Lyra,6.25,18.79463,70.09586
HIP 2763,Orion,5.16,8.48602,-10.79068
HIP 2764,Taurus,3.7,17.43702,-12.00001
HIP 2765,Orion,3.57,22.70051,53.60099
HIP 2766,Pegasus,6.16,5.31916,43.60717
HIP 2767,Leo,6.98,12.05981,-77.26082
HIP 2768,Aquarius,3.5,22.84173,-4.33962
HIP 2769,Cygnus,6.48,14.58356,58.50714
HIP 2770,Cassiopeia,3.2,21.69954,-12.94498
HIP 2771,Andromeda,3.7,3.79163,-20.31666
HIP 2772,Lyra,3.27,13.87063,74.45788
HIP 2773,Ursa Major,3.06,22.43236,-36.33517
HIP 2774,Scorpius,7.38,8.27715,68.47645
HIP 2775,Ursa Major,1.01,0.05695,18.55309
HIP 2776,Ursa Major,7.75,18.51856,37.51528
HIP 2777,Ursa Major,2.82,10.70136,-26.12752
HIP 2778,Andromeda,1.21,14.80316,-85.28944
HIP 2779,Pegasus,3.06,6.14249,11.23648
HIP 2780,Ursa Major,1.67,0.72634,-64.10574
HIP 2781,Draco,4.97,15.18043,60.58604
HIP 2782,Orion,7.87,3.53995,-79.34221
HIP 2783,Cygnus,5.95,8.15202,84.00066
HIP 2784,Scorpius,5.79,18.79698,-71.31707
HIP 2785,Ursa Major,5.99,20.22339,57.49283
HIP 2786,Ursa Major,2.98,8.43239,44.8021
HIP 2787,Taurus,6.9,19.65335,-0.36911
HIP 2788,Scorpius,3.43,15.36397,-57.22237
HIP 2789,Andromeda,4.15,11.41075,-22.65828
HIP 2790,Leo,3.69,16.33425,-46.86991
HIP 2791,Pegasus,5.64,7.25367,40.24442
HIP 2792,Draco,2.36,0.29681,-42.63871
HIP 2793,Leo,1.7,15.8904,15.28839
HIP 2794,Pegasus,4.48,18.34133,89.11059
HIP 2795,Taurus,7.09,15.88424,69.97732
HIP 2796,Cygnus,7.53,18.26884,64.51102
HIP 2797,Ursa Major,4.4,6.16627,-70.58606
HIP 2798,Lyra,5.35,19.78083,-2.15872
HIP 2799,Andromeda,5.65,19.65663,-2.40236
HIP 2800,Cassiopeia,2.95,16.76418,6.73905
HIP 2801,Ursa Major,5.51,23.38636,-55.38724
HIP 2802,Lyra,3.29,9.46877,-30.41535
HIP 2803,Draco,4.5,3.58972,28.23137
HIP 2804,Taurus,5.73,16.28682,23.55388
HIP 2805,Draco,2.6,9.37795,32.01844
HIP 2806,Andromeda,7.21,20.42187,49.29314
HIP 2807,Scorpius,7.63,14.00577,8.9516
HIP 2808,Scorpius,6.7,19.34094,-58.55769
HIP 2809,Andromeda,5.56,21.61118,-69.29046
HIP 2810,Andromeda,4.38,1.6525,-63.58032
HIP 2811,Aquarius,6.82,15.87212,-57.59891
HIP 2812,Ursa Major,5.94,2.8199,-3.82716
HIP 2813,Aquarius,7.59,1.57386,-6.92124
HIP 2814,Aquarius,6.38,17.68131,-42.85524
HIP 2815,Orion,5.39,0.83404,14.44994
HIP 2816,Lyra,5.51,12.78748,72.15543
HIP 2817,Taurus,3.33,22.39,-21.06977
HIP 2818,Pegasus,4.57,9.68674,-26.59067
HIP 2819,Leo,7.9,6.26294,-2.35763
HIP 2820,Aquarius,3.5,22.35064,-76.22077
HIP 2821,Lyra,5.05,15.96136,-20.34617
HIP 2822,Taurus,5.58,15.13724,56.61417
HIP 2823,Aquarius,2.05,22.42946,49.3218
HIP 2824,Draco,5.14,13.45635,-5.8515
HIP 2825,Orion,4.67,23.54286,-23.20224
HIP 2826,Scorpius,2.29,15.86847,-20.34725
HIP 2827,Cassiopeia,3.39,1.6104,49.59781
HIP 2828,Ursa Major,6.52,16.07221,20.3907
HIP 2829,Draco,3.9,10.03017,-31.69138
HIP 2830,Cygnus,6.42,2.84823,25.36301
HIP 2831,Ursa Major,3.22,17.69125,-74.80476
HIP 2832,Cygnus,4.33,11.92994,-47.91316
HIP 2833,Draco,2.2,22.27679,-9.14784
HIP 2834,Lyra,2.29,2.59437,80.79267
HIP 2835,Andromeda,2.84,13.03906,-8.17519
HIP 2836,Orion,2.18,4.77197,36.31191
HIP 2837,Aquarius,6.64,12.25114,-63.52967
HIP 2838,Lyra,4.85,16.50721,-31.71344
HIP 2839,Lyra,7.89,10.47949,74.92041
HIP 2840,Scorpius,7.85,1.55967,-8.38926
HIP 2841,Pegasus,5.26,15.23443,60.37531
HIP 2842,Lyra,6.71,3.34159,21.55991
HIP 2843,Ursa Major,6.03,14.50477,-72.0561
HIP 2844,Ursa Major,6.84,19.20462,4.93225
HIP 2845,Orion,4.83,11.2309,15.19638
HIP 2846,Taurus,3.25,5.09433,-1.98572
HIP 2847,Taurus,1.72,10.96884,40.80027
HIP 2848,Taurus,7.54,0.23999,22.22589
HIP 2849,Aquarius,3.87,2.44649,46.11416
HIP 2850,Draco,3.69,7.82253,-76.06177
HIP 2851,Lyra,1.46,13.38869,50.83179
HIP 2852,Orion,5.35,8.29469,51.48055
HIP 2853,Orion,6.99,4.5298,70.57887
HIP 2854,Taurus,5.7,23.96455,-50.49545
HIP 2855,Andromeda,2.9,21.65855,69.97526
HIP 2856,Ursa Major,7.4,17.7414,19.86998
HIP 2857,Scorpius,3.39,4.52792,-58.00403
HIP 2858,Draco,1.66,16.42276,-89.70827
HIP 2859,Scorpius,7.38,18.44081,10.53259
HIP 2860,Cassiopeia,3.42,2.38385,-35.29277
HIP 2861,Scorpius,1.23,6.53096,15.00324
HIP 2862,Aquarius,6.3,23.28014,-39.9024
HIP 2863,Ursa Major,6.39,16.93159,3.18759
HIP 2864,Andromeda,4.76,10.92868,78.16179
HIP 2865,Leo,4.98,23.92447,54.77964
HIP 2866,Aquarius,6.82,19.47325,21.65853
HIP 2867,Cygnus,6.36,13.27377,31.3759
HIP 2868,Pegasus,5.11,2.13753,-59.5181
HIP 2869,Pegasus,6.88,13.77074,-26.3485
HIP 2870,Draco,6.13,4.83918,-8.17071
HIP 2871,Andromeda,5.33,10.71555,54.35525
HIP 2872,Cassiopeia,4.25,0.04734,-31.79036
HIP 2873,Pegasus,6.93,14.5949,-2.59485
HIP 2874,Draco,4.74,3.98815,15.38087
HIP 2875,Scorpius,6.2,5.61912,-50.75849
HIP 2876,Ursa Major,5.53,20.9415,33.32694
HIP 2877,Orion,4.25,19.97119,-47.28065
HIP 2878,Leo,2.31,17.1166,23.05102
HIP 2879,Pegasus,4.23,16.01987,69.07695
HIP 2880,Leo,2.39,6.40065,-22.83621
HIP 2881,Orion,1.88,21.59105,67.00376
HIP 2882,Aquarius,6.62,13.24419,-18.91196
HIP 2883,Draco,7.99,4.56604,-63.05094
HIP 2884,Leo,3.85,0.10736,-77.35444
HIP 2885,Aquarius,6.95,21.90424,-60.018
HIP 2886,Scorpius,1.64,3.10202,-0.28653
HIP 2887,Andromeda,1.22,15.90597,72.78433
HIP 2888,Orion,7.64,20.06939,-33.38014
HIP 2889,Cygnus,6.68,19.7284,57.89802
HIP 2890,Andromeda,3.06,12.78289,-15.39574
HIP 2891,Draco,6.89,3.75216,-34.40546
HIP 2892,Draco,1.26,18.90815,-76.0503
HIP 2893,Andromeda,6.11,15.61252,19.90814
HIP 2894,Scorpius,6.63,9.00273,58.95995
HIP 2895,Andromeda,5.21,9.1186,-53.45774
HIP 2896,Orion,6.57,21.74365,-22.92446
HIP 2897,Orion,6.08,8.82486,-17.14176
HIP 2898,Cassiopeia,7.88,5.06985,39.41923
HIP 2899,Orion,6.72,23.85999,-22.89735
HIP 2900,Andromeda,4.57,13.10738,-36.39452
HIP 2901,Draco,7.5,12.61759,27.13003
HIP 2902,Scorpius,7.48,0.33733,-39.43831
HIP 2903,Lyra,4.94,12.51568,-38.59187
HIP 2904,Orion,3.99,5.49351,-89.20958
HIP 2905,Andromeda,6.92,5.22425,43.84533
HIP 2906,Aquarius,4.99,10.21965,71.67493
HIP 2907,Ursa Major,4.75,15.4421,-36.26526
HIP 2908,Cygnus,2.18,7.49685,-51.22133
HIP 2909,Cygnus,1.55,7.97011,-25.58123
HIP 2910,Scorpius,4.11,6.24401,-21.5494
HIP 2911,Ursa Major,1.64,20.89058,45.869
HIP 2912,Andromeda,7.94,21.21844,-45.52375
HIP 2913,Andromeda,4.01,10.91951,40.92251
HIP 2914,Lyra,3.02,19.67034,-72.3379
HIP 2915,Orion,3.9,8.90767,-69.7574
HIP 2916,Taurus,5.26,8.2858,-62.83522
HIP 2917,Cygnus,4.26,15.70935,55.82219
HIP 2918,Taurus,3.24,21.44777,-73.16552
HIP 2919,Orion,4.65,10.09554,-65.73076
HIP 2920,Cassiopeia,6.45,8.00111,-57.9898
HIP 2921,Orion,4.85,20.84162,47.53424
HIP 2922,Ursa Major,4.72,18.19139,16.64932
HIP 2923,Lyra,1.76,20.90773,-28.8143
HIP 2924,Draco,7.12,1.10088,-74.20498
HIP 2925,Leo,4.14,20.31993,-47.3022
HIP 2926,Cassiopeia,1.11,0.10051,25.28899
HIP 2927,Orion,7.51,18.98381,68.17505
HIP 2928,Draco,5.37,16.7461,-51.08011
HIP 2929,Scorpius,1.99,5.46263,8.49394
HIP 2930,Cassiopeia,2,19.47266,-35.5629
HIP 2931,Draco,2.39,13.54057,-47.62295
HIP 2932,Andromeda,7.66,1.40484,-20.83433
HIP 2933,Draco,6.9,21.1624,-35.51985
HIP 2934,Cygnus,7.26,6.34567,76.62576
HIP 2935,Taurus,6.15,8.45254,-53.27011
HIP 2936,Taurus,1.71,19.53524,75.80066
HIP 2937,Lyra,5.79,21.01768,4.73278
HIP 2938,Orion,4.68,8.2009,-79.02024
HIP 2939,Orion,4.86,17.95611,-77.85299
HIP 2940,Leo,1.57,22.73886,-10.25024
HIP 2941,Aquarius,2.82,5.50838,-45.28951
HIP 2942,Lyra,4.89,23.29076,-88.25918
HIP 2943,Cassiopeia,1.03,16.62141,5.03931
HIP 2944,Draco,2.24,3.39125,11.61809
HIP 2945,Orion,6.69,8.77521,33.5654
HIP 2946,Orion,4.14,4.68367,82.29504
HIP 2947,Orion,7.48,15.91199,-21.84174
HIP 2948,Lyra,4.29,9.88033,13.53374
HIP 2949,Taurus,2.04,9.23666,74.29651
HIP 2950,Ursa Major,5.1,22.95201,-48.22486
HIP 2951,Aquarius,3,16.15153,-84.37559
HIP 2952,Scorpius,6.23,9.09875,60.90578
HIP 2953,Scorpius,2.03,12.9193,79.1545
HIP 2954,Scorpius,5.8,3.98426,9.27144
HIP 2955,Cassiopeia,2.9,6.66403,33.28901
HIP 2956,Ursa Major,3.16,22.49887,-28.61496
HIP 2957,Draco,4.22,16.89224,-34.86277
HIP 2958,Cygnus,7.64,17.86395,-60.90744
HIP 2959,Lyra,6.36,14.6561,-64.53267
HIP 2960,Lyra,3.18,0.42315,-1.93451
HIP 2961,Draco,3.29,8.06704,0.52273
HIP 2962,Andromeda,4.43,19.92329,45.23754
HIP 2963,Pegasus,3.4,20.18414,-69.12468
HIP 2964,Pegasus,4.64,4.70844,2.22636
HIP 2965,Pegasus,2.15,1.41175,88.92044
HIP 2966,Ursa Major,3.64,13.45353,5.8466
HIP 2967,Pegasus,6.73,9.05326,-85.96049
HIP 2968,Ursa Major,3.02,8.12151,74.08564
HIP 2969,Cygnus,2.37,8.03772,-4.9222
HIP 2970,Draco,4.49,19.0318,-2.34887
HIP 2971,Ursa Major,1.63,21.35161,70.17554
HIP 2972,Andromeda,2.73,16.27937,8.6063
HIP 2973,Orion,2.97,22.44568,47.13638
HIP 2974,Draco,4.04,8.86514,-72.14641
HIP 2975,Cassiopeia,4.65,6.20595,50.83353
HIP 2976,Orion,5.49,17.602,-48.88428
HIP 2977,Draco,7.04,20.75528,0.82201
HIP 2978,Scorpius,2.85,21.22366,-46.6461
HIP 2979,Cassiopeia,4.52,16.06104,67.87856
HIP 2980,Taurus,4.28,19.17757,22.36935
HIP 2981,Draco,1.76,13.52021,83.0761
HIP 2982,Lyra,6.62,17.01069,-18.52794
HIP 2983,Lyra,4,9.27196,30.95404
HIP 2984,Aquarius,4.8,0.06146,84.88464
HIP 2985,Andromeda,4.09,16.33704,-29.97062
HIP 2986,Andromeda,4.7,11.59629,28.72038
HIP 2987,Aquarius,2.97,17.14151,30.67657
HIP 2988,Draco,2.52,5.4856,-33.24164
HIP 2989,Lyra,4.8,0.62054,-51.82475
HIP 2990,Leo,3.2,7.45005,-51.0903
HIP 2991,Orion,2.38,21.74346,54.76768
HIP 2992,Scorpius,3.46,6.81581,-16.60704
HIP 2993,Draco,6.1,18.57824,54.63882
HIP 2994,Draco,6.11,20.00428,-5.49456
HIP 2995,Lyra,6.12,9.56569,-25.59036
HIP 2996,Draco,4.52,16.98671,-83.86926
HIP 2997,Orion,6.85,22.31797,-44.90178
HIP 2998,Pegasus,4.26,18.46496,-56.56737
HIP 2999,Pegasus,1.71,0.51272,65.04291
HIP 3000,Scorpius,2.76,4.95773,75.02453
HIP 3001,Pegasus,3.52,17.03356,80.9471
HIP 3002,Lyra,2.8,12.36767,77.2883
HIP 3003,Ursa Major,5.19,15.42614,76.89327
HIP 3004,Aquarius,2.88,16.64566,-58.46104
HIP 3005,Cygnus,1.93,8.57742,-54.73415
HIP 3006,Scorpius,2.92,12.41503,-53.55788
HIP 3007,Taurus,4.42,18.62179,-22.24532
HIP 3008,Cassiopeia,3.51,20.09008,29.50525
HIP 3009,Scorpius,5.11,3.68585,62.02133
HIP 3010,Aquarius,5.3,20.82413,26.17494
HIP 3011,Pegasus,5.48,2.46056,-85.1824
HIP 3012,Aquarius,3.14,15.36611,18.96079
HIP 3013,Ursa Major,1.86,5.04422,20.18332
HIP 3014,Pegasus,3.07,4.78523,73.33575
HIP 3015,Orion,2.95,12.14097,-38.25961
HIP 3016,Cygnus,2.57,16.25849,-11.32333
HIP 3017,Andromeda,5.3,11.58255,66.28648
HIP 3018,Draco,4.53,2.61882,-25.59867
HIP 3019,Ursa Major,3.1,6.52899,18.76604
HIP 3020,Ursa Major,2.94,8.68727,2.73865
HIP 3021,Leo,2.1,2.63477,-80.53966
HIP 3022,Pegasus,1.14,8.41539,-62.63015
HIP 3023,Leo,2.6,0.09474,-65.72639
HIP 3024,Pegasus,5.86,10.73411,-19.95224
HIP 3025,Scorpius,6.55,18.88187,16.94773
HIP 3026,Leo,1.84,7.12295,-81.37003
HIP 3027,Pegasus,5.44,4.00146,56.30182
HIP 3028,Cygnus,7.47,9.14496,11.17716
HIP 3029,Ursa Major,3.73,5.17589,-27.09099
HIP 3030,Taurus,2.86,2.1776,-62.73977
HIP 3031,Taurus,4.34,10.74384,63.30652
HIP 3032,Cygnus,7.14,8.95825,-17.82553
HIP 3033,Andromeda,7.08,1.47805,-39.91358
HIP 3034,Draco,7.75,21.68999,35.68225
HIP 3035,Cygnus,3.55,19.71241,4.70191
HIP 3036,Cassiopeia,2.96,21.30933,37.42855
HIP 3037,Cygnus,2.75,17.14628,25.75436
HIP 3038,Draco,6.53,22.17312,-55.30528
HIP 3039,Scorpius,4.69,23.62701,29.59664
HIP 3040,Pegasus,2.82,7.7214,38.71503
HIP 3041,Draco,5.05,0.04547,-11.17463
HIP 3042,Pegasus,4.62,12.02555,-36.8536
HIP 3043,Scorpius,5.25,2.64595,-41.81633
HIP 3044,Ursa Major,5.27,7.2269,87.2525
HIP 3045,Pegasus,4.82,7.89291,13.2164
HIP 3046,Scorpius,2.83,6.82898,12.55983
HIP 3047,Aquarius,1.25,15.6498,49.12685
HIP 3048,Draco,1.1,11.55386,24.21592
HIP 3049,Leo,6.52,21.91036,-65.33001
HIP 3050,Cassiopeia,5.66,23.33592,52.56878
HIP 3051,Leo,5.1,15.97974,25.0548
HIP 3052,Taurus,3.85,12.65867,-40.5232
HIP 3053,Andromeda,4.06,3.59847,-43.13745
HIP 3054,Pegasus,1.53,15.21771,2.97167
HIP 3055,Cygnus,5.57,17.50337,79.40004
HIP 3056,Pegasus,5.24,6.90478,19.07881
HIP 3057,Ursa Major,6.46,1.61682,12.52416
HIP 3058,Andromeda,7.15,20.89557,11.94995
HIP 3059,Orion,7.12,20.63034,31.60222
HIP 3060,Cygnus,1.58,15.95139,51.27731
HIP 3061,Scorpius,5.32,19.32847,80.83236
HIP 3062,Pegasus,2.47,3.32526,-4.15975
HIP 3063,Taurus,6.75,18.05104,10.7329
HIP 3064,Aquarius,4.7,12.15458,-12.70762
HIP 3065,Cygnus,4.74,4.83407,52.94947
HIP 3066,Leo,7.16,3.30877,26.98897
